关联Prompt,Prompt版本,被测模型,模型参数,附件处理方式,OCR供应商,用例执行时间,LLM耗时(ms),OCR耗时(ms),总耗时(ms),AI打分情况,评分详情,用例名称,期望输出,模型输出,附件链接
采购收货单,3,qwen/qwen3-vl-235b-a22b-thinking,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:51:51,105260,49,105309,失败,信息一致性:0.0 (评估失败),兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""header"": {
    ""receipt_type"": ""apmt520"",
    ""site_no"": """",
    ""sup_no"": """",
    ""doc_code"": ""P65"",
    ""doc_date"": ""2025-09-21"",
    ""is_po_off"": ""1""
  },
  ""detail"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-instruct,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:51:52,4959,104,5063,失败,信息一致性:0.0 (评估失败),兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""lines"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""我司基座粘齿JY1标"",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-20b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 10:54:11,6697,98,6795,失败,信息一致性:7.0 (模型成功提取了所有关键字段，JSON格式正确且包含了期望输出的所有信息。扣分项主要在于：1. item_name 中间缺失了原有的空格；2. lot_code 多提取了非关键前缀字符“生产批号”，导致数据不够精准。),兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""line_seq"": 1,
  ""po_no"": ""ZPO-A009-25090031"",
  ""po_seq"": """",
  ""item_code"": """",
  ""item_name"": ""380减薄砂轮500目"",
  ""item_spec"": ""380*44*265*3.5-45"",
  ""item_feture_code"": """",
  ""arrival_qty"": 20,
  ""receive_code"": """",
  ""lot_code"": ""生产批号20250916"",
  ""lot_desc"": """",
  ""req_no"": """"
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-20b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 10:54:23,11667,79,11746,通过,"信息一致性:10.0 (模型输出符合标准的JSON格式。虽然字段结构（外层节点名称）与期望输出不一致，但根据评分规则，单头单身节点命名错误、多出冗余字段以及数值/字符串类型差异均不扣分。关键在于期望输出中要求的五个Key（po_no, item_name, item_spec, arrival_qty, lot_code）及其对应的Value在模型输出中均准确匹配，提取信息完整且正确。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": null,
  ""sup_no"": null,
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": null,
      ""item_code"": null,
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": null,
      ""arrival_qty"": 20,
      ""receive_code"": null,
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""生产批号 20250916"",
      ""req_no"": null
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-20b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,PaddleOCR-VL,2026/1/16 10:55:12,13973,8837,22810,通过,"信息一致性:9.0 (实际输出符合JSON格式，且包含了期望输出中所有的Key（po_no, item_name, item_spec, arrival_qty, lot_code）及其对应的Value。虽然没有按照期望的嵌套结构（datas列表）输出，但根据评分规则，忽略节点命名错误且多出的字段不扣分，因此仅因结构组织方式与期望不完全一致微扣1分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": null,
  ""sup_no"": null,
  ""doc_code"": ""P65"",
  ""doc_date"": null,
  ""is_po_off"": 1,
  ""line_seq"": 1,
  ""po_no"": ""ZPO-A009-25090031"",
  ""po_seq"": null,
  ""item_code"": null,
  ""item_name"": ""380 减薄砂轮 500 目"",
  ""item_spec"": ""380*44*265*3.5-45"",
  ""item_feture_code"": null,
  ""arrival_qty"": 20,
  ""receive_code"": null,
  ""lot_code"": ""20250916"",
  ""lot_desc"": null,
  ""req_no"": null
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-32b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:19:03,17678,42,17720,通过,"信息一致性:8.0 (模型输出符合JSON格式。虽然忽略了节点命名差异，且关键字段（po_no, item_code, item_name, item_spec, arrival_qty, lot_code）的内容均提取正确，但核心字段 'sup_no' 的值提取错误（期望为‘福建雅鑫电子材料有限公司’，实际提取为‘福建兆元光电有限公司’），导致关键主体信息不符，故扣除2分。)",兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建兆元光电有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": ""1"",
      ""po_no"": ""FPO-A009-25090011"",
      ""po_seq"": """",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""item_feture_code"": """",
      ""arrival_qty"": 710.4,
      ""receive_code"": """",
      ""lot_code"": ""FPHP020250908-02"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
采购收货单,3,qwen/qwen3-32b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:20:27,9716,11596,21312,失败,信息一致性:7.0 (AI输出包含了大部分关键信息，但存在两处明显的数据提取错误：1. lot_code 提取错误，原文字符是数字'0'，模型识别成了英文字母'O'（FPHPO...应为FPHP0...）；2. item_spec 中的分隔符由顿号变为逗号。虽然结构上的差异（未按datas列表嵌套）在评分规则中被允许忽略，但关键字段识别的准确性损失导致了扣分。),兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": 1,
  ""line_seq"": 1,
  ""po_no"": ""FPO-A009-25090011"",
  ""po_seq"": """",
  ""item_code"": ""1040500002"",
  ""item_name"": ""双氧水"",
  ""item_spec"": ""30%-32%, G3级"",
  ""item_feture_code"": """",
  ""arrival_qty"": 710.4,
  ""receive_code"": """",
  ""lot_code"": ""FPHPO20250908-02"",
  ""lot_desc"": """",
  ""req_no"": """"
}
```",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:22:09,3966,49,4015,通过,信息一致性:9.0 (输出符合JSON格式。关键字段sup_no、po_no、item_code、item_name、item_spec、lot_code均准确对应。唯一的扣分项是arrival_qty的值与期望值不符（实际为20，期望为710.400），其余多出的字段按要求不扣分。),兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": null,
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""FPO-A009-25090011"",
      ""po_seq"": null,
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""item_feture_code"": null,
      ""arrival_qty"": 20,
      ""receive_code"": null,
      ""lot_code"": ""FPHP020250908-02"",
      ""lot_desc"": null,
      ""req_no"": null
    }
  ]
}
```",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:25:33,9609,73,9682,通过,"信息一致性:8.0 (1. 格式符合JSON规范；2. 关键字段匹配良好，提取了所有期望的业务数据。扣分项：1. item_spec原文本为‘、’，输出变更为‘,’，虽含义一致但字符未完全对齐；2. lot_code（批号）中存在OCR/提取错误，将数字‘0’错误识别为字母‘O’（FPHP02... 变为了 FPHPO2...），影响数据准确性。)",兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""FPO-A009-25090011"",
      ""po_seq"": """",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%, G3级"",
      ""item_feture_code"": """",
      ""arrival_qty"": 710.400,
      ""receive_code"": ""福建兆元光电有限公司"",
      ""lot_code"": ""FPHPO20250908-02"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:26:43,7990,115,8105,通过,信息一致性:8.0 (JSON格式正确。模型准确提取了供应商、订单号、物料编码、品名、规格、到货数量和批号等关键信息。扣分项主要在于：1. 批号(lot_code)提取错误，将数字'0'识别为了字母'O'（FPHP0... 误识为 FPHPO...）；2. 规格(item_spec)中的分隔符由顿号变为逗号，虽然不影响理解但存在偏差。),兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""FPO-A009-25090011"",
      ""po_seq"": """",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%, G3级"",
      ""item_feture_code"": """",
      ""arrival_qty"": 710.4,
      ""receive_code"": ""福建兆元光电有限公司"",
      ""lot_code"": ""FPHPO20250908-02"",
      ""lot_desc"": ""32桶20L桶, 22.2KG/桶"",
      ""req_no"": """"
    }
  ]
}
```",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:26:43,17378,48,17426,通过,"信息一致性:10.0 (实际输出完整包含了期望输出中的所有关键字段（sup_no, po_no, item_code, item_name, item_spec, arrival_qty, lot_code）且对应关系准确。虽然字段层级名称不同（datas vs details），但根据评估指令已忽略单身节点命名差异；虽存在多余字段，但也符合不扣分规则。JSON格式正确。)",兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""FPO-A009-25090011"",
      ""po_seq"": """",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""item_feture_code"": """",
      ""arrival_qty"": 710.4,
      ""receive_code"": """",
      ""lot_code"": ""FPHP020250908-02"",
      ""lot_desc"": ""32桶20L桶，22.2KG/桶"",
      ""req_no"": """"
    }
  ]
}
```",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
采购收货单,3,deepseek/deepseek-v3.2,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:27:47,6439,45,6484,通过,"信息一致性:10.0 (实际输出完整涵盖了期望输出中的所有关键信息。虽然两者的JSON结构层级命名（datas vs details）和字段多寡有所不同，但根据评估规则：1.忽略节点命名错误；2.字段数量多于期望输出不扣分；3.字符串与数值格式（710.400 vs 710.4）错误忽略。核心Key-Value对应关系（sup_no, po_no, item_code, item_name, item_spec, arrival_qty, lot_code）完全准确。)",兆元-福建雅鑫,"{
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""datas"": [
    {
      ""po_no"": ""FPO-A009-25090011"",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""arrival_qty"": ""710.400"",
      ""lot_code"": ""FPHP020250908-02""
    }
  ]
}","{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建雅鑫电子材料有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-17"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""FPO-A009-25090011"",
      ""po_seq"": """",
      ""item_code"": ""1040500002"",
      ""item_name"": ""双氧水"",
      ""item_spec"": ""30%-32%、G3级"",
      ""item_feture_code"": """",
      ""arrival_qty"": 710.4,
      ""receive_code"": """",
      ""lot_code"": ""FPHP020250908-02"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}",图10.png: http://localhost:3001/api/v1/files/3fc0dae4-b769-4e68-88c1-4c4e7f14facb
